ADM2_PCODE	epidemic_id	t	imax	duration
CO81794	CO81794.3	38	0.0105294394519739	168
CO81794	CO81794.4	29	0.00287166530508379	35
CO81794	CO81794.5	99	0.00382888707344506	70
CO81794	CO81794.6	62	0.00191444353672253	49
CO81794	CO81794.7	174	0.00239305442090316	35
CO81794	CO81794.8	279	0.00287166530508379	49
CO81794	CO81794.9	124	0.00287166530508379	112
CO81794	CO81794.10	32	0.00622194149434822	161
CO81794	CO81794.12	319	0.00478610884180632	119
CO81794	CO81794.13	83	0.014358326525419	161
CO85001	CO85001.2	56	0.00932799707624454	112
CO85001	CO85001.3	364	0.0207081535092629	588
CO85001	CO85001.4	10	0.0115667163745432	189
CO85001	CO85001.5	1	0.00690271783642096	210
CO85001	CO85001.7	337	0.00783551754404541	406
CO85001	CO85001.8	61	0.0115667163745432	469
CO85001	CO85001.9	140	0.00690271783642096	70
CO85001	CO85001.10	41	0.0261183918134847	294
CO85010	CO85010.1	63	0.0281080958245923	161
CO85010	CO85010.2	4	0.0274225325117974	217
CO85010	CO85010.3	24	0.020566899383848	210
CO85010	CO85010.4	121	0.00754119644074428	49
CO85010	CO85010.5	71	0.0246802792606176	217
CO85010	CO85010.6	344	0.0164535195070784	399
CO85010	CO85010.7	131	0.010283449691924	84
CO85010	CO85010.8	32	0.00685563312794934	56
CO85010	CO85010.9	249	0.00685563312794934	56
CO85010	CO85010.10	354	0.00822675975353921	77
CO85010	CO85010.12	126	0.0130257029431037	119
CO85010	CO85010.13	34	0.0322214757013619	308
CO86001	CO86001.1	88	0.00460760742124863	77
CO86001	CO86001.2	277	0.0243544963694571	245
CO86001	CO86001.3	353	0.00658229631606948	287
CO86001	CO86001.4	352	0.00789875557928337	112
CO86001	CO86001.5	316	0.0204051185798154	588
CO86001	CO86001.7	32	0.00263291852642779	28
CO86001	CO86001.8	172	0.00329114815803474	49
CO86001	CO86001.9	263	0.00526583705285558	231
CO86001	CO86001.10	56	0.00394937778964169	70
CO86001	CO86001.11	34	0.00658229631606948	161
CO86001	CO86001.12	286	0.00526583705285558	49
CO86320	CO86320.1	52	0.00808547838379696	119
CO86320	CO86320.2	113	0.00237808187758734	42
CO86320	CO86320.3	344	0.0175978058941463	581
CO86320	CO86320.4	326	0.0133172585144891	203
CO86320	CO86320.5	344	0.00713424563276202	273
CO86320	CO86320.6	287	0.0090367111348319	259
CO86320	CO86320.7	272	0.00618301288172709	84
CO86568	CO86568.1	77	0.00602126424497187	63
CO86568	CO86568.2	20	0.00240850569798875	63
CO86568	CO86568.3	10	0.0200708808165729	147
CO86568	CO86568.4	57	0.00321134093065167	42
CO86568	CO86568.5	309	0.0116411108736123	686
CO86568	CO86568.6	39	0.00280992331432021	28
CO86568	CO86568.7	305	0.00682409947763479	224
CO86568	CO86568.8	301	0.00802835232662917	224
CO86865	CO86865.1	38	0.0130136803827713	196
CO86865	CO86865.2	86	0.00622393409610804	63
CO86865	CO86865.3	309	0.0141453047638819	70
CO86865	CO86865.4	61	0.016408553526103	616
CO86865	CO86865.5	340	0.0203692388599899	224
CO86865	CO86865.6	297	0.00452649752444221	70
CO86865	CO86865.7	308	0.00622393409610804	266
CO91001	CO91001.1	51	0.0275552948461816	182
CO91001	CO91001.2	141	0.00961231215564475	182
CO91001	CO91001.3	69	0.0076898497245158	308
CO91001	CO91001.4	75	0.0160205202594079	371
CO91001	CO91001.5	20	0.0807434221074159	329
CO95001	CO95001.1	7	0.00937759325179812	168
CO95001	CO95001.2	20	0.0035165974694243	35
CO95001	CO95001.3	111	0.00195366526079128	28
CO95001	CO95001.6	179	0.00547026273021557	63
CO95001	CO95001.7	312	0.0191459195557545	308
CO95001	CO95001.8	58	0.00312586441726604	49
CO95001	CO95001.9	34	0.00468879662589906	245
CO95001	CO95001.10	342	0.00468879662589906	70
CO95001	CO95001.11	82	0.0113312585125894	210
CO95001	CO95001.12	32	0.00312586441726604	77
CO95001	CO95001.13	3	0.0078146610431651	161
CO95001	CO95001.14	84	0.0128941907212224	511
CO97001	CO97001.1	52	0.0128661608788835	147
CO97001	CO97001.2	141	0.00321654021972087	63
CO97001	CO97001.3	62	0.0152785660436741	252
CO97001	CO97001.4	328	0.00321654021972087	28
CO99773	CO99773.1	105	0.0141712098493155	119
CO99773	CO99773.2	280	0.00354280246232888	28
CO99773	CO99773.3	66	0.0155883308342471	91
CO99773	CO99773.4	226	0.00637704443219199	161
CO99773	CO99773.5	160	0.00212568147739733	140
CO99773	CO99773.6	335	0.0106284073869867	175
CO99773	CO99773.7	116	0.00354280246232888	105
CO99773	CO99773.8	284	0.00283424196986311	49
CO99773	CO99773.9	87	0.00283424196986311	77
CO99773	CO99773.10	248	0.00354280246232888	126
CO99773	CO99773.11	188	0.00495992344726044	154
