ModelType	Round	Snapshot	TrainingLoss	TrainingRMSE	ValidationRMSE
maxIncidence	3	28	-1.627597689628601	0.041461484673517277	0.05936703384084525
maxIncidence	3	29	-1.6416538953781128	0.0420502753635852	0.05934109351396051
maxIncidence	4	0	-1.3689398765563965	0.016864265432563755	0.05334477514275564
maxIncidence	4	1	-1.4677224159240723	0.018226005525596917	0.049741441292008685
maxIncidence	4	2	-1.5235549211502075	0.01902100546046997	0.04821821163218132
maxIncidence	4	3	-1.553226351737976	0.019800900876841474	0.047545327900765516
maxIncidence	4	4	-1.5639303922653198	0.020770674567433072	0.04741341735679527
maxIncidence	4	5	-1.5926990509033203	0.021916936982830273	0.04746616263645914
maxIncidence	4	6	-1.5980603694915771	0.022680540428843432	0.04749316585030589
maxIncidence	4	7	-1.6064703464508057	0.024132624956896855	0.048121883964359596
maxIncidence	4	8	-1.6204451322555542	0.02454779882475609	0.04809348028421893
maxIncidence	4	9	-1.6216028928756714	0.025746631718380642	0.048694133241606034
maxIncidence	4	10	-1.6294485330581665	0.027041084580564385	0.049229660683559405
maxIncidence	4	11	-1.634278416633606	0.027686747011141186	0.04982767497869544
maxIncidence	4	12	-1.628507137298584	0.026812825081624497	0.04936009945317726
maxIncidence	4	13	-1.6396335363388062	0.029480385138656848	0.05081985484295153
maxIncidence	4	14	-1.635558843612671	0.029788012868798657	0.050618138637331604
maxIncidence	4	15	-1.6437982320785522	0.03063721828786828	0.05166635311585982
maxIncidence	4	16	-1.6457141637802124	0.03198701516780986	0.05182512284607576
maxIncidence	4	17	-1.6411772966384888	0.03284402665759806	0.05247935577785422
maxIncidence	4	18	-1.6485403776168823	0.03349117913713992	0.052875271745104806
maxIncidence	4	19	-1.6397103071212769	0.034382032417468046	0.053583466448742845
maxIncidence	4	20	-1.6424928903579712	0.03528631966957048	0.05385759632984729
maxIncidence	4	21	-1.6421486139297485	0.03602163390450917	0.05460686093086324
maxIncidence	4	22	-1.6550215482711792	0.036835298745051155	0.05519344096858544
maxIncidence	4	23	-1.6487454175949097	0.038460702322977464	0.056233735498863506
maxIncidence	4	24	-1.6505614519119263	0.036620684798792574	0.05492010243858215
maxIncidence	4	25	-1.6513888835906982	0.03913019819620354	0.056547371171188895
maxIncidence	4	26	-1.6576751470565796	0.04089024145400613	0.05786369354996119
maxIncidence	4	27	-1.6513123512268066	0.04177723998910658	0.05825684671118136
maxIncidence	4	28	-1.6493231058120728	0.040788452463286384	0.05756859656408621
maxIncidence	4	29	-1.6612693071365356	0.04206888533941749	0.05846881872516373
maxIncidence	5	0	-1.385002613067627	0.016911945326541382	0.05194265684454763
maxIncidence	5	1	-1.492050051689148	0.018572533451043354	0.04857370255397618
maxIncidence	5	2	-1.5399457216262817	0.019449152082686185	0.047176307134949406
maxIncidence	5	3	-1.5704656839370728	0.02080171553294722	0.04684321708075454
maxIncidence	5	4	-1.587090253829956	0.02165344234568315	0.04671447563239576
maxIncidence	5	5	-1.6028332710266113	0.022636063996376462	0.046763543703984806
maxIncidence	5	6	-1.6165207624435425	0.024043270492925654	0.047174476372822086
maxIncidence	5	7	-1.6181468963623047	0.025425267903078422	0.04768897614450925
maxIncidence	5	8	-1.6314244270324707	0.025958740821628176	0.04781181181720385
maxIncidence	5	9	-1.6289877891540527	0.027162847109824497	0.048487703409201416
maxIncidence	5	10	-1.6385116577148438	0.02833845826834783	0.04922563419405081
maxIncidence	5	11	-1.6462867259979248	0.029848803638726988	0.050100917514313975
maxIncidence	5	12	-1.6531147956848145	0.030903257143065906	0.0503901058078103
maxIncidence	5	13	-1.6562414169311523	0.03125501131418663	0.05065055585212831
maxIncidence	5	14	-1.6485464572906494	0.0315159573479677	0.05105600188306923
maxIncidence	5	15	-1.657053828239441	0.03306471646655328	0.052014199911921286
maxIncidence	5	16	-1.6559823751449585	0.032204742715576364	0.05097763603446011
maxIncidence	5	17	-1.6585749387741089	0.03476908960806413	0.05272446165120822
maxIncidence	5	18	-1.6628210544586182	0.03482765692199334	0.05287432556638129
maxIncidence	5	19	-1.6676331758499146	0.037133676708059775	0.05439292829013716
maxIncidence	5	20	-1.6664644479751587	0.036011929462005696	0.053850711113990854
maxIncidence	5	21	-1.6738483905792236	0.038666172512857276	0.055448371639293344
maxIncidence	5	22	-1.669280767440796	0.03992345665499516	0.05635207370248113
maxIncidence	5	23	-1.6675221920013428	0.03923471360311229	0.05608259830501645
maxIncidence	5	24	-1.6742140054702759	0.04020861277176152	0.05641432529946258
maxIncidence	5	25	-1.67597496509552	0.0416859199869107	0.057467923655004034
maxIncidence	5	26	-1.6744112968444824	0.04201245654304215	0.0581211713073837
maxIncidence	5	27	-1.6714543104171753	0.040557662549875105	0.057543340084023585
maxIncidence	5	28	-1.668515920639038	0.04378264668939502	0.05933406941311939
maxIncidence	5	29	-1.676573395729065	0.04563081386236817	0.060313059860308924
maxIncidence	6	0	-1.422119140625	0.017121710930176934	0.05096857053211314
maxIncidence	6	1	-1.5214482545852661	0.018755370305681262	0.04783043577265619
maxIncidence	6	2	-1.5720049142837524	0.019722789037485245	0.04660468653971885
maxIncidence	6	3	-1.6012684106826782	0.02051508149108465	0.04605522105266369
maxIncidence	6	4	-1.6215531826019287	0.021919348365347806	0.04610440172304082
maxIncidence	6	5	-1.6390401124954224	0.022875793829427043	0.04620888463235728
maxIncidence	6	6	-1.646527647972107	0.02421719442134715	0.04658979742279974
maxIncidence	6	7	-1.6642460823059082	0.023642174534097497	0.04623892042299687
maxIncidence	6	8	-1.6614903211593628	0.02584620720828959	0.04710581861160942
maxIncidence	6	9	-1.6643717288970947	0.026051664894112356	0.047459065426638684
maxIncidence	6	10	-1.6715848445892334	0.028406126198371743	0.04862935410079874
maxIncidence	6	11	-1.6745585203170776	0.029615881155084425	0.04910066642722356
maxIncidence	6	12	-1.681349754333496	0.03077102573861232	0.04970341872847373
maxIncidence	6	13	-1.6870986223220825	0.0315611778728079	0.05054792233925213
maxIncidence	6	14	-1.6821330785751343	0.03136940361328903	0.05005940485464891
maxIncidence	6	15	-1.694328784942627	0.033347095872468036	0.0515230990501361
maxIncidence	6	16	-1.6875386238098145	0.033698195131636875	0.051702074082719006
maxIncidence	6	17	-1.69649076461792	0.03445976581918527	0.05240963231987446
maxIncidence	6	18	-1.7014051675796509	0.036955991178585126	0.053815085729347616
maxIncidence	6	19	-1.7061814069747925	0.03741609300218033	0.05418620650772141
maxIncidence	6	20	-1.695101022720337	0.038845355722826734	0.055063569407882575
maxIncidence	6	21	-1.7013293504714966	0.03798835019396757	0.05480257531954427
maxIncidence	6	22	-1.7017085552215576	0.03850460976021509	0.05471036222422718
maxIncidence	6	23	-1.7086999416351318	0.041023436280053234	0.056819386470993966
maxIncidence	6	24	-1.7086498737335205	0.04104411479509874	0.05680242046952087
maxIncidence	6	25	-1.7031654119491577	0.04191777952488166	0.057430336147585526
maxIncidence	6	26	-1.7057238817214966	0.04166674328295867	0.05763035751028207
maxIncidence	6	27	-1.7101221084594727	0.04461519806948118	0.05967671182340443
maxIncidence	6	28	-1.7086797952651978	0.04490996159168496	0.05997822975093408
maxIncidence	6	29	-1.7079858779907227	0.046004284216459655	0.06036635198265044
maxIncidence	7	0	-1.4419407844543457	0.01706606963617575	0.05021852780849796
maxIncidence	7	1	-1.5474739074707031	0.018472176304477343	0.04706778212537742
maxIncidence	7	2	-1.602300763130188	0.0195908434453293	0.04595095702786003
maxIncidence	7	3	-1.6250383853912354	0.021010718585348365	0.04571315911922114
maxIncidence	7	4	-1.6484267711639404	0.02198554940886704	0.04559873114866738
maxIncidence	7	5	-1.6638915538787842	0.02316500292358528	0.04589795161015006
maxIncidence	7	6	-1.6791698932647705	0.024705048545848592	0.04649463930241224
maxIncidence	7	7	-1.6861540079116821	0.025650042663740782	0.04675689904756007
maxIncidence	7	8	-1.6871191263198853	0.025971741133811916	0.04687708061958334
maxIncidence	7	9	-1.6927984952926636	0.026922090460828677	0.04726433674974003
maxIncidence	7	10	-1.6985158920288086	0.028851398498548758	0.04834231544420535
maxIncidence	7	11	-1.7058886289596558	0.02841242804156454	0.04810295144663094
maxIncidence	7	12	-1.7094651460647583	0.030487751493314987	0.049430833215793085
maxIncidence	7	13	-1.7081650495529175	0.03189830681033646	0.0502652167797009
maxIncidence	7	14	-1.7096822261810303	0.0325174216188076	0.050315456406242375
maxIncidence	7	15	-1.71367609500885	0.03292674070645622	0.05090491474136204
maxIncidence	7	16	-1.720885992050171	0.032553514299474215	0.05060663639847206
maxIncidence	7	17	-1.7255101203918457	0.03356811661075308	0.051553011943203136
maxIncidence	7	18	-1.7248892784118652	0.035199146043054796	0.05256172690150355
maxIncidence	7	19	-1.729015588760376	0.03649269359025745	0.053188687824160065
maxIncidence	7	20	-1.7235026359558105	0.03847267518944667	0.054478026714537046
maxIncidence	7	21	-1.7246220111846924	0.03889478387516697	0.05461423591624144
maxIncidence	7	22	-1.72403085231781	0.0410466369076088	0.056378253847491025
maxIncidence	7	23	-1.7362890243530273	0.04210596024221782	0.05704568979771684
maxIncidence	7	24	-1.7397502660751343	0.04280121291720613	0.05746117292756193
maxIncidence	7	25	-1.735284447669983	0.04337394656445627	0.05798101703962584
maxIncidence	7	26	-1.728799819946289	0.04534445462025047	0.05977588410553678
maxIncidence	7	27	-1.7401015758514404	0.046479033143110866	0.06062125512318342
maxIncidence	7	28	-1.7413443326950073	0.04628818467192604	0.06016746586417575
maxIncidence	7	29	-1.739694595336914	0.04705933685345322	0.06062889893204557
maxIncidence	8	0	-1.4738961458206177	0.017111494433271902	0.04917061476770382
maxIncidence	8	1	-1.5723989009857178	0.018278514908591267	0.04601127147533511
maxIncidence	8	2	-1.6207528114318848	0.019126256261621306	0.0448830778976253
maxIncidence	8	3	-1.6545153856277466	0.02065338249107112	0.04467669463910734
maxIncidence	8	4	-1.6777194738388062	0.02151999946986909	0.04459256264716602
maxIncidence	8	5	-1.6872501373291016	0.02316153909351199	0.04512201951412645
maxIncidence	8	6	-1.7042862176895142	0.02466277024080614	0.04562637461984144
maxIncidence	8	7	-1.7077561616897583	0.02461425034100183	0.04553940801339447
maxIncidence	8	8	-1.716877818107605	0.02623632120528569	0.04638811377288797
maxIncidence	8	9	-1.7152912616729736	0.02720032539005494	0.046691809071723225
maxIncidence	8	10	-1.7280259132385254	0.029006978052227465	0.04766833389023832
maxIncidence	8	11	-1.7304478883743286	0.02893215394442985	0.047934063880745004
maxIncidence	8	12	-1.7245314121246338	0.029965126800529936	0.04839211489508382
maxIncidence	8	13	-1.7413324117660522	0.032278412564689524	0.0496009456747734
maxIncidence	8	14	-1.7404060363769531	0.03385463074299775	0.050863064568596246
maxIncidence	8	15	-1.7375028133392334	0.032371644459787366	0.050285646897361244
maxIncidence	8	16	-1.7558913230895996	0.03553129104687018	0.052011270137696186
maxIncidence	8	17	-1.754150629043579	0.03706597817389588	0.053088010523178235
maxIncidence	8	18	-1.7505548000335693	0.037852109995125206	0.05336031006638668
maxIncidence	8	19	-1.7580175399780273	0.038555811347583464	0.05389339425627806
maxIncidence	8	20	-1.7557936906814575	0.03973763164481387	0.0546268152739496
maxIncidence	8	21	-1.7544667720794678	0.04086479787993699	0.055379563604581517
maxIncidence	8	22	-1.7530165910720825	0.042660081956573434	0.05707654924983739
maxIncidence	8	23	-1.758467674255371	0.042452361446373654	0.056570269998998855
maxIncidence	8	24	-1.7608892917633057	0.0436529458536043	0.057357899397181875
maxIncidence	8	25	-1.7638472318649292	0.04491599379995271	0.05863345037325193
maxIncidence	8	26	-1.7629228830337524	0.045485646463286636	0.059452838113217645
maxIncidence	8	27	-1.7516040802001953	0.046500620231152354	0.06033124674251249
maxIncidence	8	28	-1.7526707649230957	0.04677688034265997	0.060919985933354855
maxIncidence	8	29	-1.7600548267364502	0.04781575605331072	0.060531159633065136
maxIncidence	9	0	-1.4825937747955322	0.017588243431319678	0.04849380537460785
maxIncidence	9	1	-1.5867115259170532	0.01922452670610835	0.04556470871653133
maxIncidence	9	2	-1.6362614631652832	0.020080467627723034	0.04435580321192904
maxIncidence	9	3	-1.66777765750885	0.021455337410780435	0.0441539992457724
maxIncidence	9	4	-1.6939436197280884	0.022341462673164808	0.04411849404326717
maxIncidence	9	5	-1.7081559896469116	0.02380921694638633	0.044636378941791344
maxIncidence	9	6	-1.7152321338653564	0.024971658168878638	0.044946752528564726
maxIncidence	9	7	-1.7247477769851685	0.025659091236419636	0.04511933617908936
maxIncidence	9	8	-1.738987684249878	0.026379328107296422	0.045695655792265824
maxIncidence	9	9	-1.7389349937438965	0.028235582579584244	0.046495779067866345
maxIncidence	9	10	-1.7522865533828735	0.03004845999221148	0.04747060814895334
maxIncidence	9	11	-1.7525906562805176	0.031661509279991125	0.04868248585866202
maxIncidence	9	12	-1.7579846382141113	0.03257430455176603	0.04938235291872562
maxIncidence	9	13	-1.7519500255584717	0.03301526727449417	0.049428479822141026
maxIncidence	9	14	-1.7591991424560547	0.033999170859788055	0.05003466728935559
maxIncidence	9	15	-1.7597475051879883	0.035700983884605374	0.05118100383106334
maxIncidence	9	16	-1.7625435590744019	0.03625367062145604	0.05146200312762431
maxIncidence	9	17	-1.7682795524597168	0.03723520941771899	0.052467484526823094
maxIncidence	9	18	-1.7649219036102295	0.039398235989200114	0.05358377262548346
maxIncidence	9	19	-1.7658435106277466	0.038443606855327335	0.05326401708016735
maxIncidence	9	20	-1.7686673402786255	0.04096114094839758	0.054891359836447384
maxIncidence	9	21	-1.7745295763015747	0.04161464147116554	0.055598600945258494
maxIncidence	9	22	-1.7716082334518433	0.04332613767565176	0.05657684828876432
maxIncidence	9	23	-1.775210976600647	0.04431027526232399	0.05749089872183564
maxIncidence	9	24	-1.7745826244354248	0.04383089323356053	0.05672610574500672
maxIncidence	9	25	-1.7706300020217896	0.046181284166919544	0.05880786163674441
maxIncidence	9	26	-1.7734860181808472	0.04731381360807578	0.05988369763090096
maxIncidence	9	27	-1.7738624811172485	0.04822212992865579	0.060576600717928336
maxIncidence	9	28	-1.7772201299667358	0.04533195293138033	0.05946018648863508
maxIncidence	9	29	-1.7784799337387085	0.048332675308484736	0.06087426133058079
maxIncidence	10	0	-1.503694772720337	0.01832307094534557	0.047669351545742554
maxIncidence	10	1	-1.6075263023376465	0.01957333508174064	0.04490378068795673
maxIncidence	10	2	-1.6610934734344482	0.020975424905121116	0.04397720102296408
maxIncidence	10	3	-1.6841294765472412	0.02190672186860461	0.0436541586704025
maxIncidence	10	4	-1.7096718549728394	0.02328556563903789	0.04393560080467513
maxIncidence	10	5	-1.728570818901062	0.024735494918844816	0.04440074754034001
maxIncidence	10	6	-1.7434117794036865	0.025551992601749174	0.04474242781478741
maxIncidence	10	7	-1.7465558052062988	0.027104093606689222	0.04550338934261538
maxIncidence	10	8	-1.7544536590576172	0.028286055446754818	0.04598890285860725
maxIncidence	10	9	-1.7686067819595337	0.02955816408347377	0.0466776446452286
maxIncidence	10	10	-1.7731318473815918	0.03144792303826468	0.047974773025673
maxIncidence	10	11	-1.77159583568573	0.032326802051725584	0.04834705343855995
maxIncidence	10	12	-1.7693982124328613	0.03215392336230988	0.04835944323106695
maxIncidence	10	13	-1.779841661453247	0.03407422043286924	0.049474595261952706
maxIncidence	10	14	-1.7823320627212524	0.03347858409543759	0.049762357501630994
maxIncidence	10	15	-1.786583662033081	0.03677413266951178	0.05166037757318899
maxIncidence	10	16	-1.7855198383331299	0.037429241139651175	0.05187953044740767
maxIncidence	10	17	-1.7902538776397705	0.03585657891117384	0.051205406751179273
maxIncidence	10	18	-1.790932059288025	0.03827865144819964	0.05250776175455442
maxIncidence	10	19	-1.7923619747161865	0.04044090493764688	0.05391992919450533
maxIncidence	10	20	-1.7974385023117065	0.04140517725346246	0.05540586177831714
maxIncidence	10	21	-1.7943843603134155	0.04284268086129769	0.05557471640019453
maxIncidence	10	22	-1.7980456352233887	0.044251605952137604	0.05692311280421727
maxIncidence	10	23	-1.796737551689148	0.044933907724325636	0.05731785992820126
maxIncidence	10	24	-1.7986671924591064	0.04541454213732308	0.05752428658776709
maxIncidence	10	25	-1.7931028604507446	0.04724713778270732	0.05904010004493304
maxIncidence	10	26	-1.7914443016052246	0.04636759004919182	0.059177179515903275
maxIncidence	10	27	-1.797114372253418	0.04941840889095326	0.06089640668477495
maxIncidence	10	28	-1.795677661895752	0.0490320477660511	0.06072176223258573
maxIncidence	10	29	-1.8022396564483643	0.05201539671464272	0.06318364757331824
maxIncidence	11	0	-1.5287684202194214	0.01863506728319891	0.047270885649716175
maxIncidence	11	1	-1.6249295473098755	0.01968418753375652	0.04446241071876075
maxIncidence	11	2	-1.6754597425460815	0.020770003487038627	0.043569134822880495
maxIncidence	11	3	-1.7036837339401245	0.021953855935221287	0.043391371126131825
maxIncidence	11	4	-1.7250362634658813	0.023005872261316153	0.043565301406954936
maxIncidence	11	5	-1.7457598447799683	0.02417788072556248	0.04391849237082116
maxIncidence	11	6	-1.7582275867462158	0.025240246598633307	0.04445309532910612
maxIncidence	11	7	-1.7692800760269165	0.026249847135306637	0.04468968937221287
maxIncidence	11	8	-1.7743743658065796	0.02776202153678143	0.0455938270359946
maxIncidence	11	9	-1.7878813743591309	0.028686179932292517	0.04607183912564682
maxIncidence	11	10	-1.7777998447418213	0.030061667770649034	0.04684492582178019
maxIncidence	11	11	-1.791295051574707	0.03121764571393545	0.047692652164259615
maxIncidence	11	12	-1.7997735738754272	0.03207282699999805	0.048019484627999695
maxIncidence	11	13	-1.7886792421340942	0.031105872268028415	0.04769887721022637
maxIncidence	11	14	-1.7924878597259521	0.03419993188381637	0.049534423802599474
maxIncidence	11	15	-1.8067036867141724	0.03543699645958012	0.05012961590362238
maxIncidence	11	16	-1.8160474300384521	0.03679439142804555	0.051241797749364756
maxIncidence	11	17	-1.7992042303085327	0.03800052075991371	0.05201263150165592
maxIncidence	11	18	-1.809737205505371	0.03748726323330528	0.05235778412079418
maxIncidence	11	19	-1.8093957901000977	0.038559649490471706	0.052516210347511874
maxIncidence	11	20	-1.7990787029266357	0.0387235340422715	0.0528619726681005
maxIncidence	11	21	-1.8018594980239868	0.04126680133556647	0.05447617077261388
maxIncidence	11	22	-1.8051106929779053	0.043152773605799624	0.055864037520076876
maxIncidence	11	23	-1.811478614807129	0.04295658909398522	0.055951666053430556
maxIncidence	11	24	-1.8136670589447021	0.04559303176219484	0.05771188976430668
maxIncidence	11	25	-1.8105779886245728	0.04568428879568225	0.05786462342953468
maxIncidence	11	26	-1.8215186595916748	0.046334020323955935	0.05803358356906503
